order_id,customer_id,order_date,ship_mode,region,ship_date,first_name,last_name,email,country,city,segment,registration_date,order_item_id,product_id,quantity,unit_price_x,discount,total_price,product_name,category,sub_category,unit_cost,unit_price_y,profit,profit_margin,delivery_days
ORD-000030,CUST-04634,2021-06-01,Second Class,East,2021-06-05,FirstName_4633,LastName_4633,user4633@example.com,Germany,London,Corporate,2021-10-17,ITEM-0000052,PROD-0096,10,224.97,0.0,2249.7,Tables Model 464,Furniture,Tables,127.18,224.97,977.8999999999996,0.43468017957949934,4
ORD-000030,CUST-04634,2021-06-01,Second Class,East,2021-06-05,FirstName_4633,LastName_4633,user4633@example.com,Germany,London,Corporate,2021-10-17,ITEM-0000053,PROD-0078,6,1521.79,0.0,9130.74,Chairs Model 245,Furniture,Chairs,769.34,1521.79,4514.7,0.4944506140794722,4
ORD-000031,CUST-01822,2023-05-05,Standard Class,West,2023-05-08,FirstName_1821,LastName_1821,user1821@example.com,United States,Los Angeles,Home Office,2020-07-24,ITEM-0000054,PROD-0012,6,988.65,0.2,4745.52,Laptops Model 255,Electronics,Laptops,580.72,988.65,1261.2000000000003,0.2657664491984019,3
ORD-000032,CUST-01186,2022-09-02,Second Class,Central,2022-09-04,FirstName_1185,LastName_1185,user1185@example.com,Australia,Los Angeles,Consumer,2021-10-23,ITEM-0000055,PROD-0182,5,454.99,0.0,2274.95,Binders Model 401,Office Supplies,Binders,295.05,454.99,799.6999999999998,0.35152420932328177,2
ORD-000033,CUST-04526,2021-09-22,Standard Class,South,2021-09-26,FirstName_4525,LastName_4525,user4525@example.com,Canada,New York,Home Office,2022-07-25,ITEM-0000056,PROD-0156,7,59.84,0.1,376.99,Pens Model 928,Office Supplies,Pens,35.58,59.84,127.93,0.33934587124326904,4
ORD-000034,CUST-01638,2021-11-24,Standard Class,North,2021-11-25,FirstName_1637,LastName_1637,user1637@example.com,United States,Los Angeles,Corporate,2020-03-17,ITEM-0000057,PROD-0001,3,679.6,0.0,2038.8,Laptops Model 588,Electronics,Laptops,565.92,679.6,341.0400000000002,0.16727486756915844,1
ORD-000034,CUST-01638,2021-11-24,Standard Class,North,2021-11-25,FirstName_1637,LastName_1637,user1637@example.com,United States,Los Angeles,Corporate,2020-03-17,ITEM-0000058,PROD-0072,4,843.53,0.0,3374.12,Chairs Model 519,Furniture,Chairs,638.82,843.53,818.8399999999997,0.24268253648358676,1
ORD-000034,CUST-01638,2021-11-24,Standard Class,North,2021-11-25,FirstName_1637,LastName_1637,user1637@example.com,United States,Los Angeles,Corporate,2020-03-17,ITEM-0000059,PROD-0184,5,204.74,0.0,1023.7,Binders Model 274,Office Supplies,Binders,167.74,204.74,185.0,0.18071700693562567,1
ORD-000034,CUST-01638,2021-11-24,Standard Class,North,2021-11-25,FirstName_1637,LastName_1637,user1637@example.com,United States,Los Angeles,Corporate,2020-03-17,ITEM-0000060,PROD-0124,8,360.18,0.05,2737.37,Bookcases Model 930,Furniture,Bookcases,261.91,360.18,642.0899999999997,0.23456456379663682,1
ORD-000035,CUST-02181,2023-07-22,Second Class,West,2023-07-28,FirstName_2180,LastName_2180,user2180@example.com,United States,Melbourne,Consumer,2020-04-27,ITEM-0000061,PROD-0125,2,779.36,0.0,1558.72,Bookcases Model 583,Furniture,Bookcases,625.05,779.36,308.6200000000001,0.19799579141859994,6
ORD-000035,CUST-02181,2023-07-22,Second Class,West,2023-07-28,FirstName_2180,LastName_2180,user2180@example.com,United States,Melbourne,Consumer,2020-04-27,ITEM-0000062,PROD-0069,3,788.63,0.1,2129.3,Chairs Model 705,Furniture,Chairs,501.95,788.63,623.4500000000003,0.2927957544733012,6
ORD-000036,CUST-00189,2023-01-15,Standard Class,North,2023-01-20,FirstName_188,LastName_188,user188@example.com,Canada,Los Angeles,Consumer,2021-04-24,ITEM-0000063,PROD-0107,5,1124.03,0.0,5620.15,Desks Model 231,Furniture,Desks,722.97,1124.03,2005.2999999999993,0.35680542334279325,5
ORD-000036,CUST-00189,2023-01-15,Standard Class,North,2023-01-20,FirstName_188,LastName_188,user188@example.com,Canada,Los Angeles,Consumer,2021-04-24,ITEM-0000064,PROD-0079,8,729.24,0.0,5833.92,Chairs Model 337,Furniture,Chairs,572.21,729.24,1256.2399999999998,0.2153337721463441,5
ORD-000036,CUST-00189,2023-01-15,Standard Class,North,2023-01-20,FirstName_188,LastName_188,user188@example.com,Canada,Los Angeles,Consumer,2021-04-24,ITEM-0000065,PROD-0031,7,349.7,0.0,2447.9,Smartphones Model 908,Electronics,Smartphones,180.44,349.7,1184.8200000000002,0.48401486988847586,5
ORD-000037,CUST-01747,2023-07-26,Standard Class,West,2023-07-28,FirstName_1746,LastName_1746,user1746@example.com,United States,Melbourne,Consumer,2020-11-05,ITEM-0000066,PROD-0188,1,592.89,0.1,533.6,Storage Model 490,Office Supplies,Storage,439.86,592.89,93.74000000000001,0.1756746626686657,2
ORD-000037,CUST-01747,2023-07-26,Standard Class,West,2023-07-28,FirstName_1746,LastName_1746,user1746@example.com,United States,Melbourne,Consumer,2020-11-05,ITEM-0000067,PROD-0070,2,1554.16,0.0,3108.32,Chairs Model 894,Furniture,Chairs,777.77,1554.16,1552.7800000000002,0.499556030267154,2
ORD-000038,CUST-03827,2023-04-07,First Class,West,2023-04-10,FirstName_3826,LastName_3826,user3826@example.com,Canada,Manchester,Consumer,2020-01-04,ITEM-0000068,PROD-0145,1,596.1,0.0,596.1,Pens Model 505,Office Supplies,Pens,305.14,596.1,290.96000000000004,0.4881060224794498,3
ORD-000039,CUST-02621,2021-03-10,First Class,South,2021-03-13,FirstName_2620,LastName_2620,user2620@example.com,Germany,Melbourne,Consumer,2020-08-27,ITEM-0000069,PROD-0160,9,901.63,0.1,7303.2,Binders Model 825,Office Supplies,Binders,709.4,901.63,918.6000000000004,0.1257804797896813,3
ORD-000040,CUST-03946,2021-03-31,First Class,Central,2021-04-01,FirstName_3945,LastName_3945,user3945@example.com,United States,Munich,Consumer,2020-11-03,ITEM-0000070,PROD-0035,1,706.27,0.2,565.02,Smartphones Model 417,Electronics,Smartphones,496.68,706.27,68.33999999999997,0.12095147074439838,1
ORD-000040,CUST-03946,2021-03-31,First Class,Central,2021-04-01,FirstName_3945,LastName_3945,user3945@example.com,United States,Munich,Consumer,2020-11-03,ITEM-0000071,PROD-0154,2,1487.91,0.0,2975.82,Pens Model 500,Office Supplies,Pens,759.54,1487.91,1456.7400000000002,0.48952557614371844,1
ORD-000040,CUST-03946,2021-03-31,First Class,Central,2021-04-01,FirstName_3945,LastName_3945,user3945@example.com,United States,Munich,Consumer,2020-11-03,ITEM-0000072,PROD-0050,9,107.01,0.15,818.63,Accessories Model 690,Electronics,Accessories,60.46,107.01,274.49,0.3353041056399106,1
ORD-000040,CUST-03946,2021-03-31,First Class,Central,2021-04-01,FirstName_3945,LastName_3945,user3945@example.com,United States,Munich,Consumer,2020-11-03,ITEM-0000073,PROD-0175,2,875.37,0.05,1663.2,Binders Model 769,Office Supplies,Binders,566.56,875.37,530.0800000000002,0.3187109187109188,1
ORD-000040,CUST-03946,2021-03-31,First Class,Central,2021-04-01,FirstName_3945,LastName_3945,user3945@example.com,United States,Munich,Consumer,2020-11-03,ITEM-0000074,PROD-0032,1,463.63,0.1,417.27,Smartphones Model 829,Electronics,Smartphones,324.4,463.63,92.87,0.22256572483044554,1
ORD-000041,CUST-02327,2022-02-02,Standard Class,East,2022-02-07,FirstName_2326,LastName_2326,user2326@example.com,Germany,New York,Corporate,2021-12-27,ITEM-0000075,PROD-0100,4,841.3,0.0,3365.2,Tables Model 573,Furniture,Tables,600.98,841.3,961.2799999999997,0.28565315583026263,5
ORD-000042,CUST-01185,2022-07-24,First Class,Central,2022-07-29,FirstName_1184,LastName_1184,user1184@example.com,United States,Munich,Consumer,2021-05-02,ITEM-0000076,PROD-0008,1,215.21,0.0,215.21,Laptops Model 871,Electronics,Laptops,118.33,215.21,96.88000000000001,0.4501649551600762,5
ORD-000042,CUST-01185,2022-07-24,First Class,Central,2022-07-29,FirstName_1184,LastName_1184,user1184@example.com,United States,Munich,Consumer,2021-05-02,ITEM-0000077,PROD-0192,7,715.59,0.05,4758.67,Storage Model 784,Office Supplies,Storage,560.21,715.59,837.1999999999998,0.17593151027492973,5
ORD-000043,CUST-02794,2022-02-11,First Class,North,2022-02-15,FirstName_2793,LastName_2793,user2793@example.com,United States,Melbourne,Corporate,2020-09-16,ITEM-0000078,PROD-0057,9,69.09,0.0,621.81,Accessories Model 253,Electronics,Accessories,46.33,69.09,204.83999999999997,0.32942538717614706,4
ORD-000044,CUST-02947,2022-07-20,Same Day,North,2022-07-21,FirstName_2946,LastName_2946,user2946@example.com,Canada,Toronto,Home Office,2022-03-08,ITEM-0000079,PROD-0076,4,857.61,0.0,3430.44,Chairs Model 310,Furniture,Chairs,593.09,857.61,1058.08,0.3084385676472989,1
ORD-000044,CUST-02947,2022-07-20,Same Day,North,2022-07-21,FirstName_2946,LastName_2946,user2946@example.com,Canada,Toronto,Home Office,2022-03-08,ITEM-0000080,PROD-0195,2,511.0,0.0,1022.0,Storage Model 648,Office Supplies,Storage,315.81,511.0,390.38,0.38197651663405086,1
ORD-000044,CUST-02947,2022-07-20,Same Day,North,2022-07-21,FirstName_2946,LastName_2946,user2946@example.com,Canada,Toronto,Home Office,2022-03-08,ITEM-0000081,PROD-0066,8,899.69,0.15,6117.89,Chairs Model 188,Furniture,Chairs,621.09,899.69,1149.17,0.18783763683230656,1
ORD-000045,CUST-02501,2021-11-30,Same Day,West,2021-12-06,FirstName_2500,LastName_2500,user2500@example.com,Germany,New York,Consumer,2021-10-08,ITEM-0000082,PROD-0129,7,914.41,0.0,6400.87,Bookcases Model 324,Furniture,Bookcases,734.63,914.41,1258.46,0.19660764864776195,6
ORD-000045,CUST-02501,2021-11-30,Same Day,West,2021-12-06,FirstName_2500,LastName_2500,user2500@example.com,Germany,New York,Consumer,2021-10-08,ITEM-0000083,PROD-0138,5,112.69,0.0,563.45,Paper Model 324,Office Supplies,Paper,81.3,112.69,156.95000000000005,0.27855177921732194,6
ORD-000046,CUST-04947,2023-05-28,Standard Class,Central,2023-05-31,FirstName_4946,LastName_4946,user4946@example.com,United Kingdom,Melbourne,Corporate,2022-03-18,ITEM-0000084,PROD-0012,2,988.65,0.0,1977.3,Laptops Model 255,Electronics,Laptops,580.72,988.65,815.8599999999999,0.41261315935872145,3
ORD-000047,CUST-00170,2021-10-10,Standard Class,South,2021-10-13,FirstName_169,LastName_169,user169@example.com,Canada,Chicago,Consumer,2020-05-21,ITEM-0000085,PROD-0098,8,429.45,0.1,3092.04,Tables Model 131,Furniture,Tables,215.53,429.45,1367.8,0.4423616770805035,3
ORD-000047,CUST-00170,2021-10-10,Standard Class,South,2021-10-13,FirstName_169,LastName_169,user169@example.com,Canada,Chicago,Consumer,2020-05-21,ITEM-0000086,PROD-0048,3,762.45,0.05,2172.98,Accessories Model 130,Electronics,Accessories,589.02,762.45,405.9200000000001,0.18680337600898309,3
ORD-000047,CUST-00170,2021-10-10,Standard Class,South,2021-10-13,FirstName_169,LastName_169,user169@example.com,Canada,Chicago,Consumer,2020-05-21,ITEM-0000087,PROD-0042,7,621.11,0.0,4347.77,Tablets Model 416,Electronics,Tablets,368.16,621.11,1770.65,0.40725475358632124,3
ORD-000047,CUST-00170,2021-10-10,Standard Class,South,2021-10-13,FirstName_169,LastName_169,user169@example.com,Canada,Chicago,Consumer,2020-05-21,ITEM-0000088,PROD-0180,9,245.04,0.0,2205.36,Binders Model 685,Office Supplies,Binders,197.66,245.04,426.4200000000001,0.19335618674502125,3
