customer_id,first_name,last_name,email,country,city,segment,registration_date
CUST-00079,FirstName_78,LastName_78,user78@example.com,United States,Sydney,Consumer,2021-08-14
CUST-00080,FirstName_79,LastName_79,user79@example.com,United States,Toronto,Consumer,2020-07-15
CUST-00081,FirstName_80,LastName_80,user80@example.com,Germany,Sydney,Corporate,2021-12-22
CUST-00082,FirstName_81,LastName_81,user81@example.com,United Kingdom,Los Angeles,Corporate,2020-03-12
CUST-00083,FirstName_82,LastName_82,user82@example.com,United States,Chicago,Corporate,2020-02-16
CUST-00084,FirstName_83,LastName_83,user83@example.com,United States,Berlin,Consumer,2021-11-08
CUST-00085,FirstName_84,LastName_84,user84@example.com,United States,Manchester,Consumer,2020-08-21
CUST-00086,FirstName_85,LastName_85,user85@example.com,United States,Chicago,Home Office,2022-03-02
CUST-00087,FirstName_86,LastName_86,user86@example.com,United Kingdom,Chicago,Corporate,2020-10-23
CUST-00088,FirstName_87,LastName_87,user87@example.com,United Kingdom,Munich,Corporate,2020-03-22
CUST-00089,FirstName_88,LastName_88,user88@example.com,Germany,New York,Corporate,2022-05-25
CUST-00090,FirstName_89,LastName_89,user89@example.com,Canada,Melbourne,Corporate,2020-08-26
CUST-00091,FirstName_90,LastName_90,user90@example.com,United States,Toronto,Consumer,2022-06-06
CUST-00092,FirstName_91,LastName_91,user91@example.com,United Kingdom,Toronto,Corporate,2020-04-13
CUST-00093,FirstName_92,LastName_92,user92@example.com,Germany,Toronto,Corporate,2021-01-24
CUST-00094,FirstName_93,LastName_93,user93@example.com,Canada,Toronto,Home Office,2020-10-11
CUST-00095,FirstName_94,LastName_94,user94@example.com,Germany,Melbourne,Corporate,2021-04-09
CUST-00096,FirstName_95,LastName_95,user95@example.com,Canada,Chicago,Consumer,2021-10-12
CUST-00097,FirstName_96,LastName_96,user96@example.com,Canada,Melbourne,Consumer,2022-05-04
CUST-00098,FirstName_97,LastName_97,user97@example.com,Canada,Toronto,Consumer,2021-01-08
CUST-00099,FirstName_98,LastName_98,user98@example.com,United States,New York,Consumer,2020-06-15
CUST-00100,FirstName_99,LastName_99,user99@example.com,United States,London,Corporate,2021-01-14
CUST-00101,FirstName_100,LastName_100,user100@example.com,United States,Los Angeles,Home Office,2020-12-29
CUST-00102,FirstName_101,LastName_101,user101@example.com,United Kingdom,Toronto,Consumer,2020-08-02
CUST-00103,FirstName_102,LastName_102,user102@example.com,United States,Manchester,Consumer,2021-11-17
CUST-00104,FirstName_103,LastName_103,user103@example.com,Canada,London,Home Office,2020-09-30
CUST-00105,FirstName_104,LastName_104,user104@example.com,Australia,Melbourne,Corporate,2021-12-19
CUST-00106,FirstName_105,LastName_105,user105@example.com,United States,Manchester,Consumer,2022-08-17
CUST-00107,FirstName_106,LastName_106,user106@example.com,Canada,Manchester,Corporate,2021-11-30
CUST-00108,FirstName_107,LastName_107,user107@example.com,Germany,Sydney,Consumer,2021-10-25
CUST-00109,FirstName_108,LastName_108,user108@example.com,United States,Manchester,Consumer,2020-03-14
CUST-00110,FirstName_109,LastName_109,user109@example.com,United States,Toronto,Consumer,2021-09-15
CUST-00111,FirstName_110,LastName_110,user110@example.com,United States,Sydney,Consumer,2021-10-12
CUST-00112,FirstName_111,LastName_111,user111@example.com,United States,Munich,Consumer,2020-06-24
CUST-00113,FirstName_112,LastName_112,user112@example.com,Australia,Chicago,Home Office,2021-06-30
CUST-00114,FirstName_113,LastName_113,user113@example.com,Germany,Manchester,Corporate,2022-01-16
CUST-00115,FirstName_114,LastName_114,user114@example.com,United Kingdom,New York,Consumer,2020-09-07
CUST-00116,FirstName_115,LastName_115,user115@example.com,Germany,Los Angeles,Consumer,2020-06-16
CUST-00117,FirstName_116,LastName_116,user116@example.com,Germany,Manchester,Consumer,2021-04-18
CUST-00118,FirstName_117,LastName_117,user117@example.com,United States,Munich,Corporate,2021-01-23
CUST-00119,FirstName_118,LastName_118,user118@example.com,Germany,Berlin,Corporate,2020-10-03
CUST-00120,FirstName_119,LastName_119,user119@example.com,Canada,Melbourne,Consumer,2022-08-05
CUST-00121,FirstName_120,LastName_120,user120@example.com,Germany,Melbourne,Consumer,2021-10-17
CUST-00122,FirstName_121,LastName_121,user121@example.com,Germany,Munich,Corporate,2021-12-05
CUST-00123,FirstName_122,LastName_122,user122@example.com,United States,Berlin,Consumer,2021-07-24
CUST-00124,FirstName_123,LastName_123,user123@example.com,United States,Melbourne,Consumer,2020-08-12
CUST-00125,FirstName_124,LastName_124,user124@example.com,United States,Melbourne,Corporate,2021-12-02
CUST-00126,FirstName_125,LastName_125,user125@example.com,Canada,Melbourne,Consumer,2020-11-28
CUST-00127,FirstName_126,LastName_126,user126@example.com,Germany,Munich,Consumer,2022-05-13
CUST-00128,FirstName_127,LastName_127,user127@example.com,Germany,Chicago,Consumer,2022-02-25
CUST-00129,FirstName_128,LastName_128,user128@example.com,United States,Los Angeles,Consumer,2022-03-05
CUST-00130,FirstName_129,LastName_129,user129@example.com,Canada,Munich,Home Office,2020-02-27
CUST-00131,FirstName_130,LastName_130,user130@example.com,Canada,Berlin,Home Office,2020-08-22
CUST-00132,FirstName_131,LastName_131,user131@example.com,United States,Manchester,Home Office,2022-04-21
CUST-00133,FirstName_132,LastName_132,user132@example.com,United States,Chicago,Corporate,2020-02-02
CUST-00134,FirstName_133,LastName_133,user133@example.com,United States,Chicago,Consumer,2022-04-04
CUST-00135,FirstName_134,LastName_134,user134@example.com,Australia,Manchester,Corporate,2020-11-19
CUST-00136,FirstName_135,LastName_135,user135@example.com,United States,New York,Home Office,2021-02-14
CUST-00137,FirstName_136,LastName_136,user136@example.com,Canada,Sydney,Consumer,2020-10-01
CUST-00138,FirstName_137,LastName_137,user137@example.com,United Kingdom,Los Angeles,Consumer,2020-03-08
CUST-00139,FirstName_138,LastName_138,user138@example.com,United States,Los Angeles,Corporate,2020-08-04
CUST-00140,FirstName_139,LastName_139,user139@example.com,Australia,New York,Corporate,2022-07-24
CUST-00141,FirstName_140,LastName_140,user140@example.com,Australia,Sydney,Consumer,2022-08-23
CUST-00142,FirstName_141,LastName_141,user141@example.com,United States,Los Angeles,Consumer,2021-08-03
CUST-00143,FirstName_142,LastName_142,user142@example.com,Canada,Berlin,Corporate,2022-06-16
CUST-00144,FirstName_143,LastName_143,user143@example.com,United States,London,Consumer,2022-01-05
CUST-00145,FirstName_144,LastName_144,user144@example.com,United States,London,Corporate,2020-11-18
CUST-00146,FirstName_145,LastName_145,user145@example.com,United States,Los Angeles,Consumer,2020-08-05
CUST-00147,FirstName_146,LastName_146,user146@example.com,United Kingdom,Toronto,Home Office,2021-11-02
CUST-00148,FirstName_147,LastName_147,user147@example.com,Canada,Los Angeles,Consumer,2021-05-26
CUST-00149,FirstName_148,LastName_148,user148@example.com,United States,Manchester,Consumer,2021-02-09
CUST-00150,FirstName_149,LastName_149,user149@example.com,United States,Manchester,Consumer,2022-06-24
CUST-00151,FirstName_150,LastName_150,user150@example.com,Australia,Sydney,Consumer,2022-07-25
CUST-00152,FirstName_151,LastName_151,user151@example.com,United States,Melbourne,Corporate,2021-10-20
CUST-00153,FirstName_152,LastName_152,user152@example.com,United States,Chicago,Consumer,2021-04-14
CUST-00154,FirstName_153,LastName_153,user153@example.com,Canada,Berlin,Consumer,2020-05-26
CUST-00155,FirstName_154,LastName_154,user154@example.com,Australia,New York,Consumer,2020-09-28
CUST-00156,FirstName_155,LastName_155,user155@example.com,United States,Los Angeles,Corporate,2020-05-22
CUST-00157,FirstName_156,LastName_156,user156@example.com,United Kingdom,Melbourne,Corporate,2020-09-09
CUST-00158,FirstName_157,LastName_157,user157@example.com,Germany,Melbourne,Consumer,2022-02-01
CUST-00159,FirstName_158,LastName_158,user158@example.com,United States,Berlin,Corporate,2021-07-28
CUST-00160,FirstName_159,LastName_159,user159@example.com,United Kingdom,New York,Corporate,2021-07-05
CUST-00161,FirstName_160,LastName_160,user160@example.com,United States,Manchester,Corporate,2020-09-26
CUST-00162,FirstName_161,LastName_161,user161@example.com,United Kingdom,Munich,Consumer,2022-02-03
CUST-00163,FirstName_162,LastName_162,user162@example.com,United Kingdom,Berlin,Corporate,2021-08-21
CUST-00164,FirstName_163,LastName_163,user163@example.com,Canada,Melbourne,Consumer,2021-03-14
CUST-00165,FirstName_164,LastName_164,user164@example.com,United States,London,Consumer,2022-07-08
CUST-00166,FirstName_165,LastName_165,user165@example.com,Germany,Los Angeles,Consumer,2021-08-20
CUST-00167,FirstName_166,LastName_166,user166@example.com,United States,Sydney,Consumer,2021-02-12
CUST-00168,FirstName_167,LastName_167,user167@example.com,United States,London,Consumer,2021-01-05
CUST-00169,FirstName_168,LastName_168,user168@example.com,United States,Melbourne,Home Office,2020-08-12
CUST-00170,FirstName_169,LastName_169,user169@example.com,Canada,Chicago,Consumer,2020-05-21
CUST-00171,FirstName_170,LastName_170,user170@example.com,United Kingdom,Toronto,Consumer,2021-06-05
CUST-00172,FirstName_171,LastName_171,user171@example.com,United States,New York,Consumer,2021-05-20
CUST-00173,FirstName_172,LastName_172,user172@example.com,Canada,Manchester,Consumer,2020-04-03
CUST-00174,FirstName_173,LastName_173,user173@example.com,United States,Los Angeles,Consumer,2022-02-12
CUST-00175,FirstName_174,LastName_174,user174@example.com,United Kingdom,Sydney,Consumer,2020-02-18
CUST-00176,FirstName_175,LastName_175,user175@example.com,United States,Munich,Consumer,2022-05-31
CUST-00177,FirstName_176,LastName_176,user176@example.com,United Kingdom,Manchester,Consumer,2020-04-22
CUST-00178,FirstName_177,LastName_177,user177@example.com,United States,Los Angeles,Consumer,2020-06-05
CUST-00179,FirstName_178,LastName_178,user178@example.com,Australia,Munich,Consumer,2021-10-04
CUST-00180,FirstName_179,LastName_179,user179@example.com,United States,Sydney,Corporate,2020-06-12
CUST-00181,FirstName_180,LastName_180,user180@example.com,United States,Melbourne,Corporate,2022-03-22
CUST-00182,FirstName_181,LastName_181,user181@example.com,United States,Toronto,Corporate,2021-11-27
CUST-00183,FirstName_182,LastName_182,user182@example.com,Australia,London,Consumer,2021-03-08
CUST-00184,FirstName_183,LastName_183,user183@example.com,Germany,London,Consumer,2021-09-02
CUST-00185,FirstName_184,LastName_184,user184@example.com,United States,Melbourne,Home Office,2020-03-06
CUST-00186,FirstName_185,LastName_185,user185@example.com,United Kingdom,Manchester,Consumer,2021-01-29
CUST-00187,FirstName_186,LastName_186,user186@example.com,Germany,Melbourne,Consumer,2021-01-25
CUST-00188,FirstName_187,LastName_187,user187@example.com,Canada,Melbourne,Consumer,2021-09-02
CUST-00189,FirstName_188,LastName_188,user188@example.com,Canada,Los Angeles,Consumer,2021-04-24
CUST-00190,FirstName_189,LastName_189,user189@example.com,United States,Los Angeles,Consumer,2021-06-25
CUST-00191,FirstName_190,LastName_190,user190@example.com,United States,Sydney,Corporate,2020-09-14
CUST-00192,FirstName_191,LastName_191,user191@example.com,Germany,Toronto,Consumer,2022-09-21
CUST-00193,FirstName_192,LastName_192,user192@example.com,Australia,Los Angeles,Home Office,2021-07-20
CUST-00194,FirstName_193,LastName_193,user193@example.com,United Kingdom,Sydney,Consumer,2022-05-31
CUST-00195,FirstName_194,LastName_194,user194@example.com,United States,Chicago,Consumer,2022-08-23
CUST-00196,FirstName_195,LastName_195,user195@example.com,United States,Melbourne,Home Office,2020-01-12
CUST-00197,FirstName_196,LastName_196,user196@example.com,United Kingdom,Melbourne,Corporate,2021-11-27
CUST-00198,FirstName_197,LastName_197,user197@example.com,Germany,Manchester,Consumer,2022-01-08
CUST-00199,FirstName_198,LastName_198,user198@example.com,Germany,Chicago,Consumer,2020-04-27
CUST-00200,FirstName_199,LastName_199,user199@example.com,Germany,Manchester,Corporate,2021-11-29
CUST-00201,FirstName_200,LastName_200,user200@example.com,United Kingdom,Munich,Consumer,2022-06-25
CUST-00202,FirstName_201,LastName_201,user201@example.com,United States,Sydney,Consumer,2021-07-03
CUST-00203,FirstName_202,LastName_202,user202@example.com,United States,Sydney,Corporate,2022-02-07
CUST-00204,FirstName_203,LastName_203,user203@example.com,Germany,Melbourne,Consumer,2020-09-30
CUST-00205,FirstName_204,LastName_204,user204@example.com,United Kingdom,Berlin,Consumer,2022-02-26
CUST-00206,FirstName_205,LastName_205,user205@example.com,United States,Munich,Consumer,2021-10-18
CUST-00207,FirstName_206,LastName_206,user206@example.com,United States,Sydney,Consumer,2020-12-14
CUST-00208,FirstName_207,LastName_207,user207@example.com,United Kingdom,Los Angeles,Home Office,2020-04-24
CUST-00209,FirstName_208,LastName_208,user208@example.com,United States,Melbourne,Consumer,2020-10-27
CUST-00210,FirstName_209,LastName_209,user209@example.com,United States,Manchester,Home Office,2021-03-21
CUST-00211,FirstName_210,LastName_210,user210@example.com,Canada,Chicago,Consumer,2020-06-10
CUST-00212,FirstName_211,LastName_211,user211@example.com,United Kingdom,Manchester,Consumer,2021-04-09
CUST-00213,FirstName_212,LastName_212,user212@example.com,United Kingdom,London,Consumer,2020-01-04
CUST-00214,FirstName_213,LastName_213,user213@example.com,United States,Berlin,Corporate,2022-09-03
CUST-00215,FirstName_214,LastName_214,user214@example.com,United Kingdom,Sydney,Home Office,2022-01-09
CUST-00216,FirstName_215,LastName_215,user215@example.com,United States,Toronto,Consumer,2022-06-15
CUST-00217,FirstName_216,LastName_216,user216@example.com,United States,New York,Consumer,2022-01-06
CUST-00218,FirstName_217,LastName_217,user217@example.com,United Kingdom,Berlin,Consumer,2020-09-26
CUST-00219,FirstName_218,LastName_218,user218@example.com,United Kingdom,Melbourne,Corporate,2022-09-22
CUST-00220,FirstName_219,LastName_219,user219@example.com,Germany,Sydney,Consumer,2021-05-27
CUST-00221,FirstName_220,LastName_220,user220@example.com,United Kingdom,Chicago,Corporate,2022-02-19
CUST-00222,FirstName_221,LastName_221,user221@example.com,Canada,Sydney,Consumer,2020-07-01
CUST-00223,FirstName_222,LastName_222,user222@example.com,United States,New York,Consumer,2021-06-03
CUST-00224,FirstName_223,LastName_223,user223@example.com,United States,Chicago,Consumer,2022-07-23
CUST-00225,FirstName_224,LastName_224,user224@example.com,United States,Manchester,Consumer,2020-04-18
CUST-00226,FirstName_225,LastName_225,user225@example.com,United States,Chicago,Corporate,2022-06-10
CUST-00227,FirstName_226,LastName_226,user226@example.com,Australia,Berlin,Corporate,2021-10-02
CUST-00228,FirstName_227,LastName_227,user227@example.com,United States,Manchester,Consumer,2020-11-01
CUST-00229,FirstName_228,LastName_228,user228@example.com,Germany,Sydney,Consumer,2022-05-11
CUST-00230,FirstName_229,LastName_229,user229@example.com,United Kingdom,Melbourne,Consumer,2021-10-16
CUST-00231,FirstName_230,LastName_230,user230@example.com,Germany,Munich,Corporate,2021-06-03
CUST-00232,FirstName_231,LastName_231,user231@example.com,Canada,Melbourne,Consumer,2021-09-15
CUST-00233,FirstName_232,LastName_232,user232@example.com,Canada,Sydney,Consumer,2020-07-22
CUST-00234,FirstName_233,LastName_233,user233@example.com,Canada,New York,Consumer,2020-06-05
CUST-00235,FirstName_234,LastName_234,user234@example.com,United States,Munich,Consumer,2021-01-17
CUST-00236,FirstName_235,LastName_235,user235@example.com,United Kingdom,Sydney,Consumer,2022-02-19
CUST-00237,FirstName_236,LastName_236,user236@example.com,United States,Toronto,Consumer,2020-06-14
CUST-00238,FirstName_237,LastName_237,user237@example.com,United States,Berlin,Consumer,2021-07-06
CUST-00239,FirstName_238,LastName_238,user238@example.com,United Kingdom,Toronto,Corporate,2022-09-03
CUST-00240,FirstName_239,LastName_239,user239@example.com,United States,Manchester,Consumer,2022-03-08
CUST-00241,FirstName_240,LastName_240,user240@example.com,Australia,London,Consumer,2022-08-02
CUST-00242,FirstName_241,LastName_241,user241@example.com,Australia,Sydney,Corporate,2021-06-27
CUST-00243,FirstName_242,LastName_242,user242@example.com,Australia,Los Angeles,Consumer,2022-07-29
CUST-00244,FirstName_243,LastName_243,user243@example.com,United States,Los Angeles,Corporate,2020-01-01
CUST-00245,FirstName_244,LastName_244,user244@example.com,United States,Chicago,Consumer,2021-09-05
CUST-00246,FirstName_245,LastName_245,user245@example.com,Australia,Melbourne,Consumer,2020-11-27
CUST-00247,FirstName_246,LastName_246,user246@example.com,Canada,Melbourne,Consumer,2021-05-15
CUST-00248,FirstName_247,LastName_247,user247@example.com,Australia,Melbourne,Consumer,2020-01-20
CUST-00249,FirstName_248,LastName_248,user248@example.com,Australia,Toronto,Corporate,2020-04-24
CUST-00250,FirstName_249,LastName_249,user249@example.com,Germany,Berlin,Consumer,2022-08-09
CUST-00251,FirstName_250,LastName_250,user250@example.com,United States,Sydney,Consumer,2021-01-06
CUST-00252,FirstName_251,LastName_251,user251@example.com,United States,New York,Consumer,2022-06-18
CUST-00253,FirstName_252,LastName_252,user252@example.com,Germany,Chicago,Consumer,2022-05-01
CUST-00254,FirstName_253,LastName_253,user253@example.com,United States,Manchester,Consumer,2022-04-06
CUST-00255,FirstName_254,LastName_254,user254@example.com,United States,Munich,Consumer,2020-11-10
CUST-00256,FirstName_255,LastName_255,user255@example.com,Canada,Manchester,Consumer,2020-09-02
CUST-00257,FirstName_256,LastName_256,user256@example.com,Australia,Sydney,Corporate,2020-02-29
CUST-00258,FirstName_257,LastName_257,user257@example.com,United Kingdom,London,Consumer,2020-09-03
CUST-00259,FirstName_258,LastName_258,user258@example.com,Canada,Melbourne,Corporate,2022-06-18
CUST-00260,FirstName_259,LastName_259,user259@example.com,United States,Munich,Home Office,2021-08-03
CUST-00261,FirstName_260,LastName_260,user260@example.com,United Kingdom,Toronto,Consumer,2022-08-27
CUST-00262,FirstName_261,LastName_261,user261@example.com,Australia,Sydney,Corporate,2020-03-21
CUST-00263,FirstName_262,LastName_262,user262@example.com,United States,London,Corporate,2020-03-28
CUST-00264,FirstName_263,LastName_263,user263@example.com,Canada,Toronto,Consumer,2022-01-19
CUST-00265,FirstName_264,LastName_264,user264@example.com,Germany,London,Home Office,2021-05-12
CUST-00266,FirstName_265,LastName_265,user265@example.com,United Kingdom,Melbourne,Consumer,2022-04-15
CUST-00267,FirstName_266,LastName_266,user266@example.com,United Kingdom,Toronto,Consumer,2020-03-11
CUST-00268,FirstName_267,LastName_267,user267@example.com,United Kingdom,Berlin,Corporate,2022-02-17
CUST-00269,FirstName_268,LastName_268,user268@example.com,United States,Los Angeles,Consumer,2021-06-29
CUST-00270,FirstName_269,LastName_269,user269@example.com,United States,Manchester,Consumer,2022-02-23
CUST-00271,FirstName_270,LastName_270,user270@example.com,Germany,Berlin,Consumer,2020-05-08
CUST-00272,FirstName_271,LastName_271,user271@example.com,Germany,Munich,Corporate,2020-05-11
CUST-00273,FirstName_272,LastName_272,user272@example.com,Germany,Chicago,Corporate,2021-11-06
CUST-00274,FirstName_273,LastName_273,user273@example.com,Australia,Los Angeles,Consumer,2021-05-01
CUST-00275,FirstName_274,LastName_274,user274@example.com,Canada,Berlin,Home Office,2022-08-27
CUST-00276,FirstName_275,LastName_275,user275@example.com,Canada,Sydney,Consumer,2021-07-16
CUST-00277,FirstName_276,LastName_276,user276@example.com,Germany,London,Consumer,2020-06-18
CUST-00278,FirstName_277,LastName_277,user277@example.com,United Kingdom,Munich,Corporate,2020-09-28
CUST-00279,FirstName_278,LastName_278,user278@example.com,United Kingdom,Sydney,Corporate,2021-06-24
CUST-00280,FirstName_279,LastName_279,user279@example.com,Germany,Los Angeles,Consumer,2022-06-12
CUST-00281,FirstName_280,LastName_280,user280@example.com,Germany,London,Consumer,2021-09-13
CUST-00282,FirstName_281,LastName_281,user281@example.com,United States,Munich,Corporate,2021-03-09
CUST-00283,FirstName_282,LastName_282,user282@example.com,United States,Chicago,Home Office,2022-09-14
CUST-00284,FirstName_283,LastName_283,user283@example.com,United States,Los Angeles,Corporate,2020-08-04
CUST-00285,FirstName_284,LastName_284,user284@example.com,Canada,Munich,Consumer,2022-08-09
CUST-00286,FirstName_285,LastName_285,user285@example.com,United States,Berlin,Home Office,2021-07-06
CUST-00287,FirstName_286,LastName_286,user286@example.com,Canada,Munich,Home Office,2022-02-12
CUST-00288,FirstName_287,LastName_287,user287@example.com,Canada,Los Angeles,Consumer,2022-01-17
CUST-00289,FirstName_288,LastName_288,user288@example.com,United States,Melbourne,Corporate,2021-12-07
CUST-00290,FirstName_289,LastName_289,user289@example.com,Canada,Berlin,Corporate,2020-07-24
